ax,newAx,lin_ax,new_lin_ax
0.0117,0.0108,0.0008,-0.0033
0.0090,0.0106,0.0012,-0.0032
0.0100,0.0105,0.0008,-0.0033
0.0044,0.0100,0.0008,-0.0033
0.0100,0.0100,0.0011,-0.0033
0.0098,0.0100,0.0003,-0.0033
0.0083,0.0098,0.0009,-0.0034
0.0129,0.0101,0.0010,-0.0034
0.0117,0.0103,0.0009,-0.0034
0.0083,0.0101,0.0015,-0.0033
0.0120,0.0102,0.0013,-0.0033
0.0164,0.0108,0.0014,-0.0033
0.0020,0.0100,0.0010,-0.0033
0.0137,0.0103,0.0007,-0.0033
0.0103,0.0103,0.0013,-0.0033
0.0115,0.0104,0.0007,-0.0033
0.0046,0.0099,0.0008,-0.0033
0.0059,0.0095,0.0010,-0.0033
0.0159,0.0101,0.0010,-0.0033
0.0132,0.0104,0.0008,-0.0033
0.0071,0.0101,0.0013,-0.0033
0.0054,0.0097,0.0010,-0.0033
0.0125,0.0099,0.0007,-0.0033
0.0066,0.0096,0.0012,-0.0033
-0.0166,0.0073,-0.0004,-0.0034
-0.0142,0.0053,-0.0015,-0.0036
0.0525,0.0096,0.0026,-0.0035
-0.1960,-0.0089,-0.0151,-0.0049
-0.0166,-0.0096,-0.0152,-0.0062
0.0281,-0.0062,-0.0112,-0.0071
0.0706,0.0007,-0.0041,-0.0072
-0.0054,0.0001,-0.0042,-0.0073
0.0215,0.0021,-0.0018,-0.0072
0.0979,0.0107,0.0064,-0.0063
-0.0027,0.0095,0.0052,-0.0057
-0.0298,0.0059,0.0022,-0.0054
-0.0735,-0.0012,-0.0026,-0.0055
-0.1138,-0.0113,-0.0100,-0.0063
-0.1277,-0.0218,-0.0172,-0.0077
-0.2544,-0.0427,-0.0345,-0.0105
-0.2900,-0.0650,-0.0526,-0.0146
-0.1504,-0.0727,-0.0558,-0.0187
-0.1741,-0.0818,-0.0600,-0.0228
-0.3794,-0.1086,-0.0815,-0.0285
-0.4241,-0.1370,-0.1042,-0.0357
-0.5088,-0.1704,-0.1318,-0.0447
-0.2837,-0.1806,-0.1357,-0.0533
-0.6228,-0.2204,-0.1688,-0.0641
-1.0874,-0.2985,-0.2399,-0.0803
-0.6929,-0.3340,-0.2682,-0.0976
-0.5559,-0.3539,-0.2808,-0.1145
-0.7781,-0.3921,-0.3114,-0.1326
-0.8359,-0.4321,-0.3436,-0.1520
-0.8406,-0.4688,-0.3724,-0.1722
-0.9795,-0.5148,-0.4104,-0.1940
-0.8474,-0.5447,-0.4325,-0.2159
-0.8748,-0.5744,-0.4544,-0.2377
-0.9036,-0.6040,-0.4762,-0.2596
-0.9675,-0.6368,-0.5012,-0.2817
-0.9700,-0.6667,-0.5235,-0.3038
-1.0002,-0.6968,-0.5459,-0.3260
-0.9661,-0.7210,-0.5627,-0.3477
-0.9099,-0.7380,-0.5726,-0.3683
-0.9434,-0.7565,-0.5840,-0.3881
-1.0171,-0.7799,-0.6005,-0.4076
-1.0281,-0.8023,-0.6161,-0.4268
-0.9509,-0.8156,-0.6231,-0.4448
-0.9868,-0.8311,-0.6324,-0.4621
-1.0071,-0.8469,-0.6425,-0.4787
-1.0017,-0.8608,-0.6511,-0.4946
-1.3057,-0.9009,-0.6861,-0.5122
-0.9353,-0.9040,-0.6845,-0.5281
-0.9810,-0.9109,-0.6871,-0.5428
-0.9802,-0.9171,-0.6893,-0.5564
-0.9905,-0.9237,-0.6922,-0.5690
-0.9949,-0.9301,-0.6951,-0.5807
-0.9995,-0.9364,-0.6981,-0.5917
-0.9819,-0.9405,-0.6991,-0.6017
-0.9902,-0.9450,-0.7007,-0.6110
-0.9961,-0.9496,-0.7026,-0.6197
-0.9973,-0.9539,-0.7043,-0.6277
-0.9885,-0.9570,-0.7050,-0.6350
-0.9792,-0.9590,-0.7046,-0.6417
-0.9922,-0.9620,-0.7053,-0.6478
-0.9993,-0.9653,-0.7065,-0.6535
-1.0061,-0.9690,-0.7081,-0.6588
-0.9941,-0.9713,-0.7084,-0.6636
-0.9939,-0.9733,-0.7086,-0.6680
-0.9851,-0.9744,-0.7079,-0.6720
-0.9929,-0.9760,-0.7080,-0.6757
-0.9878,-0.9771,-0.7076,-0.6789
-1.0112,-0.9802,-0.7092,-0.6820
-0.9717,-0.9794,-0.7070,-0.6847
-0.9824,-0.9797,-0.7059,-0.6870
-0.9976,-0.9813,-0.7061,-0.6891
-0.9949,-0.9825,-0.7060,-0.6910
-0.9863,-0.9828,-0.7050,-0.6926
-0.9932,-0.9838,-0.7047,-0.6941
-0.9849,-0.9839,-0.7036,-0.6953
-0.9905,-0.9845,-0.7030,-0.6964
-0.9895,-0.9849,-0.7023,-0.6973
-0.9873,-0.9851,-0.7014,-0.6981
-0.9829,-0.9849,-0.7001,-0.6987
-0.9949,-0.9858,-0.6999,-0.6992
-0.9897,-0.9862,-0.6992,-0.6995
-0.9941,-0.9869,-0.6989,-0.6999
-0.9932,-0.9875,-0.6984,-0.7001
-0.9875,-0.9875,-0.6975,-0.7003
-0.9929,-0.9880,-0.6970,-0.7004
-0.9846,-0.9877,-0.6958,-0.7003
-0.9893,-0.9878,-0.6950,-0.7003
-0.9836,-0.9874,-0.6937,-0.7001
-0.9973,-0.9883,-0.6937,-0.6999
-0.9885,-0.9883,-0.6928,-0.6996
-0.9878,-0.9883,-0.6919,-0.6993
-0.9917,-0.9886,-0.6913,-0.6990
-0.9900,-0.9887,-0.6906,-0.6986
-0.9844,-0.9883,-0.6894,-0.6982
-0.9885,-0.9883,-0.6885,-0.6977
-0.9902,-0.9885,-0.6879,-0.6972
-0.9873,-0.9884,-0.6869,-0.6967
-0.9922,-0.9887,-0.6864,-0.6961
-0.9922,-0.9891,-0.6859,-0.6956
-0.9885,-0.9890,-0.6850,-0.6950
-0.9929,-0.9894,-0.6845,-0.6945
-0.9856,-0.9890,-0.6833,-0.6938
-0.9961,-0.9897,-0.6831,-0.6933
-0.9849,-0.9892,-0.6818,-0.6926
-0.9888,-0.9892,-0.6810,-0.6920
-0.9951,-0.9897,-0.6807,-0.6913
-0.9944,-0.9901,-0.6803,-0.6907
-0.9949,-0.9906,-0.6799,-0.6902
-0.9885,-0.9904,-0.6790,-0.6895
-0.9927,-0.9906,-0.6784,-0.6889
-0.9917,-0.9907,-0.6776,-0.6883
-0.9927,-0.9909,-0.6770,-0.6877
-0.9922,-0.9910,-0.6763,-0.6870
-0.9958,-0.9914,-0.6760,-0.6864
-0.9944,-0.9917,-0.6755,-0.6858
-0.9944,-0.9919,-0.6750,-0.6852
-0.9949,-0.9922,-0.6745,-0.6847
-0.9915,-0.9921,-0.6736,-0.6840
-0.9895,-0.9919,-0.6726,-0.6834
-0.9890,-0.9916,-0.6716,-0.6827
-0.9907,-0.9916,-0.6708,-0.6820
-0.9907,-0.9915,-0.6699,-0.6813
-0.9924,-0.9916,-0.6693,-0.6806
-1.0054,-0.9928,-0.6697,-0.6801
-1.0000,-0.9935,-0.6696,-0.6795
-0.9978,-0.9938,-0.6692,-0.6790
-0.9968,-0.9941,-0.6687,-0.6784
-0.9885,-0.9936,-0.6675,-0.6778
-0.9905,-0.9933,-0.6664,-0.6772
-0.9932,-0.9933,-0.6656,-0.6765
-0.9958,-0.9935,-0.6651,-0.6759
-0.9934,-0.9935,-0.6643,-0.6752
-0.9883,-0.9931,-0.6631,-0.6745
-0.9895,-0.9927,-0.6620,-0.6738
-0.9890,-0.9924,-0.6609,-0.6730
-0.9856,-0.9918,-0.6596,-0.6722
-0.9927,-0.9919,-0.6589,-0.6714
-0.9993,-0.9925,-0.6588,-0.6707
-0.9944,-0.9927,-0.6582,-0.6699
-0.9963,-0.9930,-0.6577,-0.6692
-0.9895,-0.9927,-0.6566,-0.6685
-0.9929,-0.9927,-0.6559,-0.6677
-0.9875,-0.9923,-0.6546,-0.6669
-0.9861,-0.9917,-0.6533,-0.6661
-0.9961,-0.9921,-0.6529,-0.6653
-1.0002,-0.9928,-0.6529,-0.6646
-0.9863,-0.9922,-0.6515,-0.6638
-0.9961,-0.9926,-0.6511,-0.6630
-0.9961,-0.9929,-0.6506,-0.6623
-0.9897,-0.9926,-0.6496,-0.6615
-0.9858,-0.9920,-0.6482,-0.6607
-0.9851,-0.9914,-0.6468,-0.6598
-0.9998,-0.9921,-0.6468,-0.6591
-0.9861,-0.9916,-0.6455,-0.6582
-0.9856,-0.9911,-0.6442,-0.6573
-0.9939,-0.9913,-0.6436,-0.6565
-0.9961,-0.9917,-0.6433,-0.6557
-0.9910,-0.9917,-0.6424,-0.6549
-0.9922,-0.9917,-0.6417,-0.6541
-0.9890,-0.9915,-0.6407,-0.6533
-0.9976,-0.9920,-0.6405,-0.6525
-0.9907,-0.9919,-0.6396,-0.6517
-0.9844,-0.9912,-0.6381,-0.6509
-0.9900,-0.9911,-0.6373,-0.6501
-0.9902,-0.9910,-0.6364,-0.6492
-0.9924,-0.9912,-0.6358,-0.6484
-0.9893,-0.9910,-0.6349,-0.6476
-0.9861,-0.9906,-0.6337,-0.6467
-0.9961,-0.9910,-0.6334,-0.6459
-0.9880,-0.9908,-0.6324,-0.6451
-0.9888,-0.9906,-0.6315,-0.6442
-0.9888,-0.9904,-0.6306,-0.6434
-0.9885,-0.9903,-0.6296,-0.6425
-0.9854,-0.9898,-0.6285,-0.6417
-0.9917,-0.9900,-0.6279,-0.6408
-0.9900,-0.9900,-0.6271,-0.6400
-0.9934,-0.9903,-0.6267,-0.6392
-0.9895,-0.9902,-0.6258,-0.6383
-0.9963,-0.9908,-0.6256,-0.6376
-0.9968,-0.9913,-0.6254,-0.6369
-0.9919,-0.9914,-0.6247,-0.6362
-0.9897,-0.9912,-0.6238,-0.6355
-0.9924,-0.9913,-0.6232,-0.6347
-0.9902,-0.9912,-0.6224,-0.6340
-0.9849,-0.9907,-0.6210,-0.6332
-0.9890,-0.9905,-0.6201,-0.6324
-0.9968,-0.9911,-0.6200,-0.6317
-0.9956,-0.9915,-0.6196,-0.6310
-0.9873,-0.9911,-0.6185,-0.6303
-0.9856,-0.9906,-0.6172,-0.6295
-0.9878,-0.9904,-0.6162,-0.6287
-0.9915,-0.9905,-0.6156,-0.6279
-0.9944,-0.9908,-0.6152,-0.6271
-0.9954,-0.9912,-0.6148,-0.6264
-0.9880,-0.9909,-0.6138,-0.6257
-0.9849,-0.9904,-0.6125,-0.6249
-0.9880,-0.9902,-0.6115,-0.6241
-0.9905,-0.9902,-0.6108,-0.6232
-0.9934,-0.9905,-0.6104,-0.6225
-0.9929,-0.9907,-0.6098,-0.6217
-0.9922,-0.9908,-0.6092,-0.6210
-0.9912,-0.9909,-0.6085,-0.6203
-0.9880,-0.9906,-0.6075,-0.6195
-0.9939,-0.9909,-0.6071,-0.6188
-0.9858,-0.9905,-0.6059,-0.6180
-0.9954,-0.9909,-0.6056,-0.6173
-0.9924,-0.9910,-0.6050,-0.6165
-0.9944,-0.9913,-0.6045,-0.6158
-0.9958,-0.9917,-0.6042,-0.6152
-0.9932,-0.9919,-0.6036,-0.6145
-0.9905,-0.9917,-0.6028,-0.6139
-0.9951,-0.9921,-0.6023,-0.6132
-0.9949,-0.9923,-0.6019,-0.6126
-0.9951,-0.9926,-0.6014,-0.6120
-0.9880,-0.9922,-0.6002,-0.6113
-0.9932,-0.9922,-0.5996,-0.6106
-0.9883,-0.9919,-0.5985,-0.6099
-0.9910,-0.9918,-0.5977,-0.6092
-0.9910,-0.9917,-0.5969,-0.6085
-0.9924,-0.9918,-0.5962,-0.6078
-0.9941,-0.9920,-0.5957,-0.6071
-0.9929,-0.9921,-0.5950,-0.6064
-0.9880,-0.9917,-0.5939,-0.6056
-1.0049,-0.9929,-0.5944,-0.6050
-0.9980,-0.9934,-0.5941,-0.6044
-0.9949,-0.9935,-0.5935,-0.6038
-0.9934,-0.9935,-0.5928,-0.6032
-0.9895,-0.9931,-0.5917,-0.6026
-0.9934,-0.9932,-0.5910,-0.6019
-0.9890,-0.9928,-0.5899,-0.6012
-0.9893,-0.9925,-0.5889,-0.6005
-0.9919,-0.9924,-0.5881,-0.5998
-0.9941,-0.9926,-0.5876,-0.5990
-0.9907,-0.9924,-0.5867,-0.5983
-0.9912,-0.9923,-0.5859,-0.5976
-0.9209,-0.9859,-0.5788,-0.5963
-0.9863,-0.9859,-0.5782,-0.5951
-0.9949,-0.9867,-0.5784,-0.5939
-0.9832,-0.9864,-0.5774,-0.5928
-0.9927,-0.9870,-0.5774,-0.5918
-1.0056,-0.9886,-0.5786,-0.5910
-1.0024,-0.9899,-0.5794,-0.5904
-1.0144,-0.9921,-0.5813,-0.5900
-1.0110,-0.9938,-0.5830,-0.5897
-1.0146,-0.9957,-0.5851,-0.5897
-1.0127,-0.9972,-0.5872,-0.5898
-1.0286,-1.0000,-0.5911,-0.5903
-1.0278,-1.0025,-0.5951,-0.5912
-1.0264,-1.0047,-0.5994,-0.5923
-1.1018,-1.0134,-0.6109,-0.5944
-0.7820,-0.9926,-0.5933,-0.5947
-0.9915,-0.9925,-0.5970,-0.5953
-1.1038,-1.0025,-0.6113,-0.5971
-0.7964,-0.9839,-0.5974,-0.5975
-0.7983,-0.9672,-0.5857,-0.5968
-0.7209,-0.9451,-0.5689,-0.5947
-0.6948,-0.9226,-0.5522,-0.5913
-0.5691,-0.8907,-0.5266,-0.5858
-0.6255,-0.8669,-0.5092,-0.5793
-0.5190,-0.8356,-0.4847,-0.5712
-0.4338,-0.7994,-0.4553,-0.5611
-0.3674,-0.7605,-0.4231,-0.5491
-0.3584,-0.7243,-0.3934,-0.5355
-0.1606,-0.6736,-0.3489,-0.5191
-0.4158,-0.6504,-0.3317,-0.5026
-0.3145,-0.6202,-0.3074,-0.4854
-0.2476,-0.5866,-0.2799,-0.4673
-0.1833,-0.5503,-0.2496,-0.4481
-0.2148,-0.5201,-0.2251,-0.4284
-0.1353,-0.4855,-0.1960,-0.4079
-0.3530,-0.4736,-0.1895,-0.3886
-0.0681,-0.4371,-0.1582,-0.3683
-0.0181,-0.3994,-0.1255,-0.3468
0.0037,-0.3631,-0.0942,-0.3245
0.0063,-0.3299,-0.0659,-0.3016
-0.0144,-0.3015,-0.0421,-0.2786
-0.0088,-0.2751,-0.0202,-0.2558
0.0073,-0.2497,0.0010,-0.2330
0.0042,-0.2269,0.0199,-0.2107
-0.0190,-0.2082,0.0349,-0.1889
0.0032,-0.1891,0.0504,-0.1678
-0.0051,-0.1726,0.0636,-0.1474
-0.0103,-0.1580,0.0751,-0.1277
-0.0408,-0.1474,0.0827,-0.1092
-0.0220,-0.1361,0.0913,-0.0915
-0.0527,-0.1286,0.0962,-0.0750
-0.0066,-0.1176,0.1048,-0.0592
-0.0024,-0.1073,0.1128,-0.0441
0.0078,-0.0969,0.1210,-0.0296
0.0027,-0.0879,0.1279,-0.0158
0.0078,-0.0793,0.1346,-0.0027
-0.0020,-0.0724,0.1398,0.0097
0.0032,-0.0656,0.1449,0.0215
-0.0029,-0.0599,0.1489,0.0326
0.0168,-0.0530,0.1542,0.0431
0.0093,-0.0474,0.1583,0.0531
0.0225,-0.0411,0.1632,0.0626
0.0247,-0.0352,0.1678,0.0717
0.0210,-0.0301,0.1715,0.0803
0.0002,-0.0274,0.1730,0.0883
-0.0078,-0.0256,0.1736,0.0956
0.0408,-0.0197,0.1784,0.1026
0.0015,-0.0178,0.1792,0.1091
-0.0007,-0.0162,0.1797,0.1151
0.0227,-0.0127,0.1822,0.1208
0.0164,-0.0101,0.1838,0.1260
-0.0266,-0.0116,0.1812,0.1306
-0.0557,-0.0156,0.1762,0.1343
-0.0244,-0.0164,0.1744,0.1376
-0.0134,-0.0161,0.1736,0.1404
-0.0383,-0.0181,0.1703,0.1427
0.0388,-0.0130,0.1738,0.1451
0.0632,-0.0061,0.1786,0.1478
0.1089,0.0042,0.1865,0.1509
0.2239,0.0240,0.2034,0.1552
0.1062,0.0314,0.2073,0.1595
0.1169,0.0391,0.2109,0.1637
0.3301,0.0653,0.2325,0.1695
0.3098,0.0873,0.2492,0.1763
0.3752,0.1132,0.2692,0.1843
0.4763,0.1459,0.2954,0.1939
0.5200,0.1796,0.3224,0.2051
0.8213,0.2373,0.3733,0.2198
0.5989,0.2699,0.3986,0.2355
0.6660,0.3055,0.4268,0.2524
0.7471,0.3453,0.4589,0.2706
0.7959,0.3858,0.4919,0.2901
0.8130,0.4243,0.5228,0.3106
0.8174,0.4596,0.5507,0.3319
0.8542,0.4952,0.5787,0.3537
0.9661,0.5375,0.6138,0.3767
0.8745,0.5679,0.6371,0.3998
0.8577,0.5939,0.6562,0.4224
0.8916,0.6207,0.6760,0.4449
0.9316,0.6487,0.6971,0.4672
0.9348,0.6745,0.7160,0.4892
0.9468,0.6990,0.7338,0.5108
0.9844,0.7247,0.7529,0.5322
0.9812,0.7477,0.7695,0.5532
0.8601,0.7579,0.7732,0.5726
